id_cliente,nombre,tipo,segmento,ciudad,pais,email,fecha_alta,edad
C32672,Justin Ellis,Anónimo,Anónimo,Nueva York,Estados Unidos,,2024-06-13,
C32673,Matthew Andrade,Persona,Regular,CIUDAD DE MÉXICO,México,corraloswaldo@example.org,2020-04-14,25.0
C32674,Jaime Casillas,Persona,Regular,Los Ángeles,Estados Unidos,castellanosadriana@example.net,2024-05-30,50.0
C32675,Javier Luis Martínez Camargo,Persona,Regular,VALENCIA,España,johnmoreno@example.org,2025-05-07,59.0
C32676,Erasmo Soriano Sans,Persona,Regular,Austin ,Estados Unidos,davisbrianna@example.org,2021-10-31,52.0
C32677,Miguel Ángel Gerardo Alvarez de Anda,Anónimo,Anónimo,Miami,Estados Unidos,,2025-05-29,
C32678,Candelas Castells Acevedo,Persona,Friends Plus,Bilbao,España,mirelesjuan@example.com,2022-04-08,18.0
C32679,Paola Cristal Rivero Santacruz,Persona,Regular,Guadalajara,México,jennifer30@example.com,2021-02-11,19.0
C32680,Enrique Londoño,Persona,Friends Plus,Bogotá,Colombia,zaidadomenech@example.net,2024-02-25,21.0
C32681,Promociones RJ S.L.,Empresa,Corporativo,Seattle,Estados Unidos,cristinarueda@forero-olaya.com,2020-05-01,55.0
C32682,Arbey Ortiz,Persona,Friends Plus,Buenos Aires,Argentina,cidsocorro@example.net,2024-04-21,57.0
C32683,Jos Genaro Ulloa,Persona,Friends Plus,Los Ángeles,Estados Unidos,alfredosilva@example.com,2024-02-13,63.0
C32684,Janeth Yazmín Calderón,Persona,Regular,Querétaro,México,oanderson@example.com,2020-11-16,20.0
C32685,Casemiro Ruano,Persona,Regular,Miami,Estados Unidos,lazaro61@example.com,2023-08-17,45.0
C32686,Cecilia Bas,Persona,Regular,Rosario,Argentina,martinezteresa@example.org,2020-12-10,58.0
C32687,Matthew Mckenzie,Persona,Regular,Cartagena,Colombia,wgonzalez@example.org,2024-10-23,36.0
C32688,Hipólito de Arenas,Anónimo,Anónimo,Boston,Estados Unidos,,2025-03-13,
C32689,Fabio Óscar Vélez Rentería,Anónimo,Anónimo, Rosario,Argentina,,2023-01-13,
C32690,Julieth Alejandra García,Persona,Regular,Los Ángeles,Estados Unidos,jose13@example.com,2021-07-14,47.0
C32691,Eusebio Graciano Font Ochoa,Anónimo,Anónimo,Mérida,México,,2021-11-18,
C32692,Soledad Rosario Rael,Persona,Regular,SEVILLA,España,cordobapanfilo@example.org,2020-10-05,45.0
C32693,Leyre Martinez Abella,Persona,Regular, Bogotá,Colombia,antoniosolano@example.com,2021-08-03,52.0
C32694,Nancy Salinas,Persona,Regular,Mendoza,Argentina,isaaccastaneda@example.org,2020-10-06,23.0
C32695,Carlos Rodríguez Bermúdez,Anónimo,Anónimo,Querétaro,México,,2020-10-07,
C32696,Jeffrey Heath,Persona,Regular, Miami,Estados Unidos,esmeralda21@example.net,2020-04-26,28.0
C32697,Pilar Paola Chávez,Persona,Regular,Mérida ,México,buenaventura94@example.org,2024-12-04,55.0
C32698,Hotel Escamilla S.Coop.,Empresa,Corporativo,San Francisco,Estados Unidos,unaranjo@ruiz.biz,2024-11-16,30.0
C32699,Baudelio Oliveras Mata,Anónimo,Anónimo,Barranquilla,Colombia,,2021-01-08,
C32700,Isabela Adame,Persona,Friends Plus,Guadalajara,México,maria-jose14@example.com,2024-06-24,28.0
C32701,Garrett Sims,Persona,Friends Plus,Cartagena,Colombia,erodriguez@example.org,2022-11-12,29.0
C32702,María Teresa Sosa Tejeda,Persona,Regular,Buenos Aires,Argentina,scastillo@example.net,2022-10-12,41.0
C32703,Emily Jones,Anónimo,Anónimo,Cali,Colombia,,2025-04-09,
C32704,Dra. Jaqueline Solís,Persona,Regular,Austin,Estados Unidos,castelloestrella@example.net,2023-07-12,59.0
C32705,Marleny Antonia Acosta,Persona,Friends Plus,Querétaro,México,larsonwillie@example.net,2025-02-18,40.0
C32706,William Wilkerson,Persona,Regular,Sevilla,España,noguesadrian@example.com,2025-01-23,63.0
C32707,Eligia Cifuentes Tejero,Persona,Regular, Nueva York,Estados Unidos,castroreinaldo@example.net,2023-07-24,21.0
C32708,Remigio Lloret Roselló,Persona,Regular,Barranquilla,Colombia,pepita70@example.org,2021-07-04,47.0
C32709,Todd Russell,Persona,Regular,Cartagena,Colombia,holly44@example.com,2025-04-16,58.0
C32710,Elsa Patricia Torres,Persona,Friends Plus,Cali,Colombia,summermarsh@example.com,2022-04-16,36.0
C32711,Selena Arjona Riquelme,Persona,Friends Plus,Los Ángeles,Estados Unidos,ontiverosjos@example.org,2023-04-30,27.0
C32712,Pérez-Jiménez,Empresa,Corporativo,Madrid,España,julieta24@pintor.net,2024-07-19,28.0
C32713,Héctor Vladimir Soto,Persona,Regular,Medellín,Colombia,alma31@example.com,2021-10-05,41.0
C32714,Espiridión Blanch Menendez,Persona,Regular,Córdoba,Argentina,milena62@example.org,2022-06-10,61.0
C32715,Jon Henry,Anónimo,Anónimo,Barcelona,España,,2024-01-12,
C32716,Araceli Carolina Hernandes Zamudio,Persona,Regular,Ciudad de México,México,amalia95@example.net,2023-01-11,41.0
C32717,Abraham Matías Griego,Anónimo,Anónimo,Seattle ,Estados Unidos,,2020-05-09,
C32718,Esther Campo,Persona,Regular, Guadalajara,México,hstone@example.com,2020-03-25,19.0
C32719,Andrea Ortiz,Persona,Regular,Sevilla,España,william65@example.com,2024-02-25,53.0
C32720,John Miller,Persona,Friends Plus,Barcelona,España,sgrande@example.net,2023-01-24,64.0
C32721,Laura Weaver MD,Persona,Regular,Mérida,México,edithbernal@example.net,2020-01-20,18.0
C32722,León Pineda Palacios,Persona,Friends Plus,Medellin,Colombia,hernandezalbina@example.com,2023-07-24,58.0
C32723,Lorena Alba Gutiérrez Contreras,Persona,Friends Plus,Los Ángeles,Estados Unidos,agarcia@example.net,2021-10-26,56.0
C32724,Silvia Colomer Alvarado,Persona,Friends Plus,Miami,Estados Unidos,mirallesaurelia@example.org,2024-12-08,19.0
C32725,José Jhonatan Salazar Rivera,Persona,Regular,Monterrey,México,clarksandra@example.org,2024-09-28,64.0
C32726,Amarilis Pedraza-Sanmiguel,Persona,Regular,Sevilla,España,rochasofia@example.com,2023-02-06,56.0
C32727,Grupo Toro-Marrero,Empresa,Corporativo,Bogotá,Colombia,andrea14@ruiz.com,2024-06-14,48.0
C32728,Wilmer Prieto Jiménez,Persona,Regular,Ciudad de México,México,hurtadojenaro@example.org,2022-12-20,47.0
C32729,Víctor Nicolás Arrieta Rico,Anónimo,Anónimo,Miami,Estados Unidos,,2020-11-10,
C32730,Ing. Alfredo Leiva,Persona,Regular,Cali,Colombia,rosa12@example.com,2020-03-18,25.0
C32731,Esteban Eloy Villagómez,Persona,Regular,Mendoza,Argentina,martha95@example.org,2022-03-08,53.0
C32732,Emiliano Luis Luevano,Persona,Friends Plus, Monterrey,México,yhurley@example.net,2024-06-13,42.0
C32733,Diana Owens,Anónimo,Anónimo,Mérida,México,,2024-10-24,
C32734,Samantha Edwards,Anónimo,Anónimo,Chicago,Estados Unidos,,2021-11-23,
C32735,Molly Hernandez,Persona,Friends Plus, Cancún,México,kramirez@example.org,2024-11-15,61.0
C32736,Haydée Saura-Ropero,Persona,Regular,Querétaro ,México,marisol94@example.com,2023-10-19,26.0
C32737,William Sarmiento Buitrago,Anónimo,Anónimo,Nueva York ,Estados Unidos,,2021-08-02,
C32738,Jorge Ernesto Peralta,Anónimo,Anónimo,Rosario,Argentina,,2021-02-27,
C32739,Cristina Sánchez González,Anónimo,Anónimo,Ciudad de México,México,,2021-04-15,
C32740,Norma Pichardo Arellano,Persona,Regular,Boston,Estados Unidos,julio-cesaranguiano@example.org,2020-07-28,19.0
C32741,Graciela Cerezo-Pinilla,Persona,Regular,Bogotá,Colombia,haydee65@example.com,2022-05-14,26.0
C32742,"Mahoney, Browning and Weber",Empresa,Corporativo,Querétaro,México,cainemily@tucker.com,2022-01-30,29.0
C32743,Octavio Luis Manuel Sepúlveda,Persona,Regular,Nueva York,Estados Unidos,oliverafatima@example.com,2020-10-18,27.0
C32744,Hnos Ugarte S.C.P,Empresa,Corporativo,Madrid,España,almanzaomar@zedillo-uribe.org,2024-01-27,22.0
C32745,Jesús Gómez Quintero,Persona,Regular,Buenos Aires,Argentina,huntervalerie@example.org,2020-11-29,20.0
C32746,Natasha Smith,Persona,Regular,Valencia,España,gustavoaguirre@example.net,2024-09-04,47.0
C32747,Elba de Bautista,Persona,Regular, Cali,Colombia,xbello@example.com,2021-03-03,18.0
C32748,Fulgencio del Manuel,Persona,Regular,Mendoza,Argentina,lola72@example.org,2025-02-23,48.0
C32749,Beltran y Corral S.Coop.,Empresa,Corporativo,Rosario,Argentina,avilajasmine@may-alvarado.com,2024-02-11,60.0
C32750,Amador Jorge Holguín,Persona,Regular,Bogotá,Colombia,yenny41@example.net,2022-09-09,23.0
C32751,Abilio Iglesia Rivero,Anónimo,Anónimo,Ciudad de México,México,,2025-05-13,
C32752,Jennifer Pace,Persona,Regular,Miami,Estados Unidos,laurarojas@example.net,2023-11-21,48.0
C32753,Jáuregui y Abellán S.L.L.,Empresa,Corporativo,MENDOZA,Argentina,chaconfernando@hurtado.com,2023-04-12,63.0
C32754,Soraya Garriga Diaz,Persona,Regular,Monterrey,México,ana-mariajaquez@example.org,2023-03-26,40.0
C32755,Brandi Decker,Anónimo,Anónimo,San Francisco,Estados Unidos,,2023-01-28,
C32756,Adriana Luisa Romero Gómez,Anónimo,Anónimo,Chicago,Estados Unidos,,2020-07-04,
C32757,Jesús García,Persona,Regular,Chicago,Estados Unidos,xvillamizar@example.net,2023-11-06,52.0
C32758,James Smith,Persona,Regular,Cartagena,Colombia,phancock@example.com,2024-08-04,36.0
C32759,Patricia Acosta Lozano,Persona,Friends Plus,Bogotá,Colombia,erosales@example.org,2025-03-23,46.0
C32760,Daniel Carretero Pascual,Persona,Regular,Valencia,España,waynejohnson@example.net,2024-03-22,45.0
C32761,Mauricio Castrillón,Persona,Regular,Medellín,Colombia,onofre14@example.com,2022-11-29,21.0
C32762,Hannah Wright,Persona,Regular,Medellín,Colombia,bustosjose-eduardo@example.org,2021-07-06,36.0
C32763,Reginald Ortiz,Persona,Regular,Monterrey,México,irmarivero@example.com,2023-04-15,22.0
C32764,Asunción Arteaga Medrano,Persona,Regular,Guadalajara,México,araceli47@example.org,2025-04-26,54.0
C32765,María Rojas,Persona,Regular,Valencia,España,julianlopez@example.org,2020-06-16,60.0
C32766,Catherine Dennis,Persona,Regular,Medellín,Colombia,rodriguezisabel@example.org,2025-04-27,24.0
C32767,Lic. Abel Huerta,Persona,Regular,Bilbao,España,bcalderon@example.net,2021-12-27,34.0
C32768,Barrera-Escobar,Empresa,Corporativo,Mendoza,Argentina,teresaarguello@proyectos.info,2021-08-21,64.0
C32769,Telmo Morera,Persona,Regular,Cartagena,Colombia,fernando95@example.com,2025-04-09,25.0
C32770,Ing. Humberto Nájera,Persona,Regular,Madrid,España,adanmodesta@example.com,2024-02-17,22.0
C32771,Sr. Ramón Camacho,Persona,Regular,Valencia,España,zwilliams@example.com,2023-11-11,47.0
C32772,Rebekah Rice,Persona,Regular,Bogotá,Colombia,javiercatalan@example.net,2023-07-24,33.0
C32773,Graciano Flor-Roca,Persona,Regular,Monterrey,México,navarretejose-maria@example.net,2023-10-22,32.0
C32774,Esteban Castells Jurado,Persona,Regular,Córdoba,Argentina,ferrellhannah@example.org,2021-02-18,42.0
C32775,"Club Muñoz, Olvera y Carrión",Empresa,Corporativo,Monterrey,México,felipacuesta@angel.com,2021-05-31,32.0
C32776,Jimena Alexandra Luna Vera,Persona,Regular,Medellín,Colombia,mendozajose@example.org,2020-12-31,18.0
C32777,"Palacios, Hernández and Hernández",Empresa,Corporativo,Valencia,España,yohana00@ayala-salazar.biz,2023-08-26,40.0
C32778,Dean Hayes,Persona,Friends Plus,Mérida,México,isaldana@example.com,2024-03-14,56.0
C32779,Epifanio Marcos-Acosta,Persona,Regular,Chicago ,Estados Unidos,samuel04@example.org,2021-02-14,26.0
C32780,Jacinto Quezada,Persona,Friends Plus,Cali,Colombia,anthonyfrank@example.net,2020-07-29,57.0
C32781,Supermercados Fuente & Asociados S.L.N.E,Empresa,Corporativo,Barranquilla,Colombia,nguardado@gaona-olivo.info,2020-04-12,40.0
C32782,Juana Catalina Reyes,Persona,Regular,Querétaro,México,siglesias@example.org,2024-12-03,30.0
C32783,Estela Helena Zayas Gonzales,Persona,Regular,Miami,Estados Unidos,ovilalta@example.net,2021-08-04,30.0
C32784,Luis Hernández,Persona,Friends Plus, Cartagena,Colombia,jaqueline34@example.com,2023-01-01,37.0
C32785,Cristina Ayala,Persona,Regular,Sevilla,España,qburke@example.com,2020-06-19,24.0
C32786,Ernesto Gracia,Persona,Regular,Barranquilla,Colombia,marcela14@example.org,2020-02-07,64.0
C32787,Joan Carr,Persona,Regular,Rosario,Argentina,perezpatricia@example.org,2024-09-25,48.0
C32788,Lic. Elvia Medrano,Persona,Friends Plus,Guadalajara,México,paola76@example.net,2024-04-04,36.0
C32789,Gloria Soto Meneses,Anónimo,Anónimo,Cartagena,Colombia,,2022-02-24,
C32790,Monique Smith,Persona,Regular,Guadalajara,México,esantillan@example.com,2020-09-18,23.0
C32791,Estela Acero Losada,Persona,Regular,Rosario,Argentina,kmascarenas@example.org,2023-12-13,40.0
C32792,Lucía Patricia Carrillo,Persona,Regular,Cartagena,Colombia,rbaez@example.com,2022-08-20,60.0
C32793,Daniela Alma Gaytán Urrutia,Anónimo,Anónimo,Córdoba,Argentina,,2021-10-03,
C32794,Smith-Brown,Empresa,Corporativo,Rosario,Argentina,cannonmatthew@cameron.com,2023-04-04,34.0
C32795,Orlando Miguel Sánchez Guerrero,Persona,Regular,Ciudad de México,México,ncarrillo@example.com,2022-01-02,33.0
C32796,Cristal Susana Tamayo Cedillo,Persona,Regular,Boston,Estados Unidos,ulises25@example.net,2025-01-12,20.0
C32797,Gonzalo Sergio Figueroa Sepúlveda,Persona,Regular,Rosario,Argentina,weaverlaura@example.net,2020-12-15,53.0
C32798,Katherin Valencia,Anónimo,Anónimo,Nueva York,Estados Unidos,,2020-11-04,
C32799,Emilio Gurule Suárez,Persona,Regular,Valencia,España,uflores@example.com,2023-04-04,29.0
C32800,Patricia Adkins,Persona,Regular,Mendoza,Argentina,ppalacios@example.org,2023-11-15,37.0
C32801,Hermelinda Aida Soliz Barrios,Persona,Regular,Cartagena,Colombia,jpuentes@example.com,2023-04-19,20.0
C32802,Vanesa Esperanza Puga Montañez,Anónimo,Anónimo,Ciudad de México,México,,2022-11-12,
C32803,Marcelo Hidalgo Palacios,Anónimo,Anónimo,Buenos Aires,Argentina,,2022-06-20,
C32804,Michael Ruiz,Persona,Friends Plus,Madrid,España,rogelio44@example.net,2021-02-28,38.0
C32805,Derek Brown,Persona,Regular,Sevilla,España,virgilioferrandez@example.net,2022-08-24,64.0
C32806,Ángel Diego Serrano,Persona,Regular,Querétaro,México,hallstuart@example.com,2024-09-20,50.0
C32807,Lic. Yolanda Rico,Anónimo,Anónimo,Buenos Aires,Argentina,,2020-10-01,
C32808,Octavio Céspedes Padilla,Persona,Regular,Querétaro,México,brownelizabeth@example.net,2023-11-23,37.0
C32809,Jesusa Campillo Moraleda,Persona,Regular,Seattle,Estados Unidos,alejandra11@example.net,2024-02-14,64.0
C32810,Anthony Black,Persona,Regular,Ciudad de México,México,omarcavazos@example.org,2021-10-30,60.0
C32811,Andrey Miranda,Persona,Regular,Rosario,Argentina,bmanrique@example.net,2021-01-23,32.0
C32812,Kevin Bishop,Anónimo,Anónimo,CANCÚN,México,,2025-05-17,
C32813,Taylor Ltd,Empresa,Corporativo,Chicago ,Estados Unidos,lucasalmanza@barraza.com,2025-05-22,47.0
C32814,Camila Arévalo Arévalo,Anónimo,Anónimo,Bogotá,Colombia,,2020-05-10,
C32815,Miriam Andrea Ospina,Persona,Regular,Ciudad de México,México,alejandrasarmiento@example.org,2022-09-28,49.0
C32816,Carlos del Escrivá,Persona,Regular,Medellin,Colombia,jennifer47@example.org,2020-09-13,34.0
C32817,Macaria Martín-Niño,Persona,Regular,Valencia,España,sepulvedafanny@example.net,2024-12-07,28.0
C32818,Jimena Durán,Persona,Regular,Chicago ,Estados Unidos,joseph32@example.org,2024-12-21,25.0
C32819,Ramón Salvador Marti Pineda,Anónimo,Anónimo,San Francisco,Estados Unidos,,2022-03-11,
C32820,Loreto Padilla Girona,Persona,Regular,Madrid,España,elodiacheca@example.org,2022-11-12,54.0
C32821,Luz Lucía Díaz,Persona,Friends Plus,Austin,Estados Unidos,mcguirecynthia@example.com,2021-05-02,61.0
C32822,Daniel Jesús Márquez Arango,Persona,Regular,Cali,Colombia,guillermopineda@example.org,2021-03-16,20.0
C32823,Julio Adalberto Monroy,Persona,Regular,San Francisco,Estados Unidos,idelgado@example.org,2020-06-15,49.0
C32824,Hugo Alba Gimenez,Persona,Regular,Mérida,México,arangomaria@example.com,2024-04-14,19.0
C32825,Todd Parker,Anónimo,Anónimo,Córdoba ,Argentina,,2022-10-02,
C32826,Chad Hancock,Persona,Regular,Córdoba,Argentina,mhernandez@example.com,2021-02-04,52.0
C32827,Estela de Hervás,Anónimo,Anónimo,QUERÉTARO,México,,2023-06-28,
C32828,Salma Guajardo,Anónimo,Anónimo,Nueva York,Estados Unidos,,2022-06-09,
C32829,Juan Juan Ramírez,Persona,Friends Plus,Austin,Estados Unidos,montgomeryjonathan@example.net,2021-08-25,43.0
C32830,William Luis Contreras Maldonado,Persona,Regular,Bilbao,España,gbarba@example.com,2020-02-21,55.0
C32831,Jaime Monroe,Persona,Regular,Medellín,Colombia,lcorrales@example.com,2021-07-28,22.0
C32832,Maria Jones,Persona,Regular,Barcelona,España,lesterjoshua@example.net,2022-10-24,46.0
C32833,Pascuala Reyes,Anónimo,Anónimo,CALI,Colombia,,2025-01-31,
C32834,Robert Thomas,Persona,Regular,Austin,Estados Unidos,arojas@example.com,2021-05-19,56.0
C32835,Gladis Yéssica Pérez,Persona,Regular,Medellín,Colombia,david09@example.org,2020-10-31,31.0
C32836,Tomás Pons Galán,Persona,Friends Plus,Bogotá,Colombia,lbrown@example.com,2022-05-12,60.0
C32837,Judith Maldonado,Persona,Regular,Mérida,México,kelly15@example.com,2022-04-10,40.0
C32838,Dalila Montenegro Castell,Persona,Friends Plus,Monterrey,México,zdel-valle@example.org,2022-03-06,49.0
C32839,Aaron Reed,Persona,Regular,Cancún,México,castejonligia@example.org,2024-11-14,32.0
C32840,Armando Monsalve,Anónimo,Anónimo,Córdoba,Argentina,,2023-12-17,
C32841,Isabel Alsina Iglesias,Persona,Regular,Barranquilla,Colombia,nicholascastillo@example.org,2024-08-15,61.0
C32842,Gerónimo Fuentes Campo,Persona,Regular,Los Ángeles,Estados Unidos,carmelaelias@example.org,2021-07-29,46.0
C32843,Rosendo del Rivero,Persona,Regular,Miami,Estados Unidos,ymarquez@example.net,2020-10-31,40.0
C32844,José Castellanos Sánchez,Persona,Regular,Rosario,Argentina,brent70@example.net,2022-01-22,31.0
C32845,Jordan Fritz,Persona,Regular,AUSTIN,Estados Unidos,virginia00@example.com,2023-06-07,36.0
C32846,Sr. Manuel Almaraz,Persona,Regular,Barranquilla,Colombia,ymaldonado@example.net,2024-02-19,19.0
C32847,Marina Peiró Segarra,Persona,Regular,Valencia,España,larajoel@example.org,2020-04-28,46.0
C32848,Magaly García Muñoz,Persona,Regular,Austin,Estados Unidos,vanessasoto@example.org,2023-06-13,62.0
C32849,Cathy Holt,Persona,Regular,Medellín,Colombia,woodcharles@example.net,2022-03-27,52.0
C32850,de la Rosa-Quiroz,Empresa,Corporativo,Boston,Estados Unidos,kevin00@vargas.info,2022-01-15,61.0
C32851,Fabio Fabián Castillo Sierra,Persona,Regular,Boston,Estados Unidos,urangel@example.net,2023-05-22,63.0
C32852,John Johnson,Persona,Regular,Nueva York,Estados Unidos,renteriaalonso@example.com,2024-03-04,51.0
C32853,David Scott,Persona,Friends Plus,Cartagena,Colombia,gilbertofierro@example.net,2023-06-22,63.0
C32854,Sr. Samuel Valdivia,Persona,Regular,Monterrey,México,lgonzalez@example.net,2020-09-10,55.0
C32855,Nicholas Lawrence,Persona,Friends Plus,Nueva York,Estados Unidos,amber39@example.org,2025-03-11,44.0
C32856,Beatriz Iglesias Bas,Persona,Friends Plus,Cancún,México,qrincon@example.net,2020-09-18,44.0
C32857,Jaime Córdova Roldán,Persona,Friends Plus,Sevilla,España,ebrock@example.org,2023-09-25,49.0
C32858,Augusto Alexander Pabón Valderrama,Persona,Regular,Monterrey,México,ingramjoel@example.org,2024-11-04,38.0
C32859,Jorge Luis Corrales,Persona,Friends Plus,Medellín,Colombia,horaciobatista@example.com,2025-04-10,41.0
C32860,Luis Covarrubias Ávila,Anónimo,Anónimo,Barranquilla,Colombia,,2020-12-12,
C32861,Alondra Tejero Ródenas,Persona,Regular,Mérida ,México,seancruz@example.net,2020-12-03,62.0
C32862,Tina Patterson,Anónimo,Anónimo,Miami,Estados Unidos,,2020-11-20,
C32863,Espiridión de Lillo,Persona,Regular,Boston,Estados Unidos,ucasarez@example.org,2021-12-22,30.0
C32864,Jones Ltd,Empresa,Corporativo,Boston,Estados Unidos,solizporfirio@laboratorios.com,2024-10-06,51.0
C32865,Srita. Magdalena Suárez,Persona,Regular,Sevilla,España,domingueznerea@example.com,2024-09-29,32.0
C32866,Ciro Pellicer Osorio,Persona,Regular,Córdoba,Argentina,bruno26@example.com,2020-12-13,20.0
C32867,"Velasco, Ibarra and Barrios",Empresa,Corporativo,Guadalajara,México,irmapizarro@laboratorios.com,2021-11-29,49.0
C32868,Blanca Flor Iglesias,Persona,Regular,Austin,Estados Unidos,graciela62@example.net,2020-08-14,64.0
C32869,Ing. Felipe Arriaga,Anónimo,Anónimo,Cali,Colombia,,2024-03-23,
C32870,Alfonso Humberto Martínez Vanegas,Anónimo,Anónimo,Ciudad de México,México,,2024-07-14,
C32871,Maria Armstrong,Persona,Regular,Madrid,España,anderson08@example.com,2022-12-14,56.0
C32872,Minerva Nancy Toro,Persona,Regular,Cartagena,Colombia,aprilphillips@example.com,2024-09-11,58.0
C32873,Robert Davis,Persona,Friends Plus,Chicago,Estados Unidos,piercecathy@example.com,2022-03-06,61.0
C32874,Jessica Robinson,Anónimo,Anónimo,Barranquilla,Colombia,,2024-03-20,
C32875,Silvia Rivas,Persona,Regular,Boston,Estados Unidos,qdieguez@example.net,2024-06-24,48.0
C32876,Yago Piñeiro Guzman,Persona,Regular,Querétaro,México,jenaro97@example.org,2024-07-18,54.0
C32877,Roberta Cañas Romero,Persona,Regular,SEATTLE,Estados Unidos,tatiana32@example.org,2022-07-07,32.0
C32878,Ing. Luis Villaseñor,Persona,Friends Plus,Rosario,Argentina,javier93@example.com,2024-11-27,25.0
C32879,Ing. Darío Chávez,Persona,Regular,GUADALAJARA,México,candela50@example.com,2022-07-26,39.0
C32880,Tomasa Nilda Quintero Cisneros,Persona,Regular,Miami,Estados Unidos,hmurcia@example.org,2023-02-07,37.0
C32881,Mary Foster,Persona,Friends Plus,Austin,Estados Unidos,aznarbenjamin@example.org,2024-06-28,26.0
C32882,Olga Peñalver Álvarez,Persona,Friends Plus,Chicago,Estados Unidos,penajuan@example.com,2020-10-24,38.0
C32883,Iván Blanco Arias,Persona,Regular,Austin,Estados Unidos,doraloaiza@example.com,2021-10-07,20.0
C32884,Agustín Zacarías Meraz Mascareñas,Anónimo,Anónimo,Madrid,España,,2022-01-12,
C32885,Elvia Carla Salgado,Anónimo,Anónimo,Querétaro,México,,2023-03-13,
C32886,Liliana Romero,Persona,Regular,Ciudad de México,México,diego54@example.org,2022-04-26,47.0
C32887,Blanca Olga Valencia Caballero,Persona,Regular,Queretaro,México,gustavomartinez@example.net,2020-11-03,29.0
C32888,Perlita Mir-Rico,Persona,Friends Plus,Bogotá ,Colombia,saavedranatividad@example.com,2021-08-07,32.0
C32889,Hnos Samper S.Com.,Empresa,Corporativo,Sevilla,España,gbustamante@alimentacion.org,2024-01-17,53.0
C32890,Yadira García,Persona,Regular,Seattle,Estados Unidos,lpatel@example.org,2024-02-29,22.0
C32891,Dulce María Rolón Covarrubias,Persona,Regular,Querétaro,México,naguilar@example.com,2023-02-20,23.0
C32892,Gómez-Beltrán,Empresa,Corporativo,Medellín,Colombia,phillip33@peterson.biz,2023-11-11,22.0
C32893,Rafael Antonio Cerón,Anónimo,Anónimo,Chicago,Estados Unidos,,2023-07-06,
C32894,Alexis Johnson,Persona,Regular,Cali,Colombia,emarin@example.net,2024-12-13,48.0
C32895,Heidy González,Persona,Friends Plus,Madrid,España,annevans@example.net,2022-11-24,53.0
C32896,José Rubio,Persona,Regular,Nueva York,Estados Unidos,natalia57@example.com,2023-09-28,26.0
C32897,Joseph Burns,Persona,Friends Plus, Los Ángeles,Estados Unidos,rosalinaguardia@example.org,2022-07-19,39.0
C32898,Jennifer Delacruz,Persona,Regular,Austin,Estados Unidos,hugosaavedra@example.com,2021-07-08,26.0
C32899,Hugo Molina,Persona,Regular,Miami,Estados Unidos,barriosdavid@example.org,2025-05-30,47.0
C32900,Heather Flores,Persona,Regular,Los Ángeles,Estados Unidos,bbenavides@example.com,2021-06-09,55.0
C32901,Cristian Méndez-Manrique,Persona,Regular,Guadalajara,México,aurora74@example.com,2021-04-15,28.0
C32902,Magnolia Gabriela Palacios,Persona,Regular,Barranquilla,Colombia,tamaraalcalde@example.org,2021-05-11,21.0
C32903,Agustina Checa Cordero,Persona,Regular,Bogotá,Colombia,nramirez@example.net,2025-03-18,54.0
C32904,Armando Víctor Cervántez,Anónimo,Anónimo,Ciudad de México,México,,2020-02-04,
C32905,Jesús Rodolfo Guerrero Farías,Persona,Friends Plus,Mendoza,Argentina,celiatello@example.net,2022-12-26,47.0
C32906,Eladio Bernad-Nieto,Persona,Regular, Cancún,México,rosaquiroz@example.com,2024-02-13,52.0
C32907,Alberto Salgado López,Persona,Regular,GUADALAJARA,México,jorge-luis86@example.net,2020-01-01,38.0
C32908,Dr. Brian Solis MD,Anónimo,Anónimo, Ciudad de México,México,,2025-01-22,
C32909,Luisa Jenny Villa Monroy,Persona,Friends Plus,Mérida,México,esterpascual@example.com,2023-12-22,48.0
C32910,Antonia Mónica Rosado Urías,Persona,Regular,MADRID,España,margaret75@example.net,2023-07-31,64.0
C32911,Marisol Arellano,Persona,Regular,Ciudad de México,México,thompsontina@example.org,2021-10-23,53.0
C32912,Jacob Simpson,Persona,Friends Plus,Cancún,México,vilaltarufina@example.org,2020-08-24,55.0
C32913,Abigail Georgina Morales Sosa,Persona,Regular,Miami ,Estados Unidos,lilianarojas@example.org,2022-10-25,22.0
C32914,Hernán Molina Contreras,Persona,Regular,Querétaro ,México,esmeraldaresendez@example.net,2025-02-10,32.0
C32915,Fermín Lopez,Persona,Regular,Boston,Estados Unidos,francisco36@example.org,2024-06-18,42.0
C32916,Esmeralda Elsa Rivero,Anónimo,Anónimo,Miami,Estados Unidos,,2021-09-09,
C32917,López-Correa,Empresa,Corporativo,Buenos Aires,Argentina,jassoalicia@grupo.com,2020-10-25,34.0
C32918,Jennifer Bryant,Persona,Regular,Nueva York,Estados Unidos,mpons@example.net,2022-11-17,54.0
C32919,Penny Sanders,Persona,Regular,Bogotá,Colombia,brownsarah@example.com,2021-10-03,58.0
C32920,Adalberto Gurule,Persona,Regular,Medellín,Colombia,palomoestela@example.net,2020-10-08,59.0
C32921,Alta  Gracia Hernandes,Anónimo,Anónimo,Miami,Estados Unidos,,2024-04-28,
C32922,Robert Miller,Persona,Regular,Guadalajara,México,juan07@example.net,2023-07-19,63.0
C32923,Dafne Cruz Cantón,Persona,Regular,Mérida,México,gutierrezbarbara@example.org,2022-04-20,34.0
